Book	Chapter	Question Number	Question	Reference Verse	Correct Answer	Answer A	Answer B	Answer C	Answer D	
Act	15	19	Peter said God made no distinction between us and them, having cleansed their hearts by what?	9	D	the law	circumcision	water	faith	
Act	15	20	Peter asked why they were putting God to the test by placing what on the neck of the disciples?	10	C	a heavy chain	a burden of stones	a yoke	a wet ox-collar	
Act	15	21	Peter said the yoke was one that neither their fathers nor they had been able to do what?	10	A	bear	lift	carry	forge	
Act	15	22	Peter said they believe they will be saved through what?	11	D	the law of Moses	the works of the fathers	the rite of circumcision	the grace of the Lord Jesus	
Act	15	23	After Peter spoke, what did all the assembly do?	12	A	fell silent	rose to their feet	began to argue	sang a psalm	
Act	15	24	After Peter spoke, to whom did the assembly listen as they related what God had done among the Gentiles?	12	B	Judas and Silas	Barnabas and Paul	Peter and James	Simeon and Mark	
Act	15	25	What did Barnabas and Paul relate that God had done through them among the Gentiles?	12	C	great debates	many baptisms	signs and wonders	parades and feasts	
Act	15	26	After Barnabas and Paul finished speaking, who replied, 'Brothers, listen to me'?	13	A	James	Peter	Silas	Judas	
Act	15	27	James said that who had related how God first visited the Gentiles?	14	D	Silas	Stephen	Simon the tanner	Simeon	
Act	15	28	According to James, God first visited the Gentiles to take from them what?	14	D	a tribe for the temple	a remnant of Israel	an army for battle	a people for his name	
Act	15	29	James said the words of whom agree with this?	15	C	the elders	Moses	the prophets	the apostles	
Act	15	30	In the quotation James cited, what will be rebuilt that has fallen?	16	B	the temple of Solomon	the tent of David	the walls of Jerusalem	the house of Israel	
Act	15	31	In the quotation, the rebuilding is so that the remnant of mankind may do what?	17	C	keep the law	rebuild the temple	seek the Lord	fear the prophets	
Act	15	32	In the quotation James cited, the Lord who makes these things is said to have made them known when?	18	C	in the last days	in the fullness of time	from of old	at the appointed hour	
Act	15	33	James's judgment was that they should not do what to the Gentiles who turn to God?	19	D	circumcise them	baptize them	examine them	trouble them	
Act	15	34	In his judgment, from which things did James say the Gentiles should abstain?	20	D	the things polluted by idols	sexual immorality	what has been strangled	All of the above	
Act	15	35	James said the Gentiles should abstain from things polluted by what?	20	C	blood offerings	pagan feasts	idols	foreign kings	
Act	15	36	James said that Moses is read every what in the synagogues?	21	C	morning	new moon	Sabbath	feast day	
Act	15	37	The Jerusalem council chose to send men to which city with Paul and Barnabas?	22	B	Tarsus	Antioch	Iconium	Ephesus	
Act	15	38	Which two leading men were sent to Antioch with Paul and Barnabas?	22	A	Judas called Barsabbas and Silas	John and Mark	Simeon and Lucius	Titus and Timothy	
Act	15	39	The Judas who was sent to Antioch was also called what?	22	A	Barsabbas	Barnabas	Barabbas	Bartholomew the Tentmaker	
Act	15	40	The letter was addressed to the brothers who are of the Gentiles in which places?	23	D	Antioch	Syria	Cilicia	All of the above	
Act	15	41	According to its greeting, who wrote the letter?	23	B	Paul and Barnabas	the brothers, both the apostles and the elders	the party of the Pharisees	the prophets of Antioch	
Act	15	42	The letter said some persons had gone out and troubled the Gentiles with what?	24	D	threats	letters	demands	words	
Act	15	43	The letter said that they had given those persons what?	24	A	no instructions	strict orders	a letter of authority	the right hand of fellowship	
Act	15	44	The letter said they had come to what before choosing men to send?	25	B	a long dispute	one accord	a solemn vow	a great fast	
Act	15	45	The letter described Barnabas and Paul as men who had risked what for the name of the Lord Jesus Christ?	26	C	their homes	their wealth	their lives	their reputations	
Act	15	46	According to the letter, whom had they sent to tell the Gentiles the same things by word of mouth?	27	D	Paul and Barnabas	Simeon and Lucius	John and Mark	Judas and Silas	
Act	15	47	The letter said that Judas and Silas would themselves tell the Gentiles the same things by what means?	27	B	by a sealed scroll	by word of mouth	by a second letter	by carrier pigeon	
Act	15	48	The letter said it had seemed good to lay on them no greater burden, to whom along with the apostles and elders?	28	B	the prophets	the Holy Spirit	the party of the Pharisees	the whole congregation	
Act	15	49	The letter said it seemed good to lay on them no greater burden than what?	28	A	these requirements	the law of Moses	the yoke of the fathers	the customs of Judea	
Act	15	50	The letter's requirements told the Gentiles to abstain from which things?	29	D	what has been sacrificed to idols	blood	sexual immorality	All of the above	
Act	15	51	The letter said that if they kept themselves from these things, they would do what?	29	C	be circumcised	inherit the law	do well	receive a golden crown	
Act	15	52	With what single word did the letter end?	29	D	Amen	Peace	Grace	Farewell	
Act	15	53	Which of the following is true about the letter sent from the apostles and the elders in Jerusalem to the Gentile believers?	22-29	C	It required the Gentiles to be circumcised according to the custom of Moses.	It was carried to Antioch by Peter and James.	It told them to abstain from what has been sacrificed to idols, from blood, from what has been strangled, and from sexual immorality.	All of the above	
Act	15	54	When they were sent off, they went down to which city and delivered the letter?	30	C	Jerusalem	Caesarea	Antioch	Tarsus	
Act	15	55	After gathering the congregation together, what did they deliver?	30	B	the offering	the letter	a sermon	the elders' decree	
Act	15	56	When the congregation had read the letter, why did they rejoice?	31	B	because of its warning	because of its encouragement	because of its brevity	because of its greeting	
Act	15	57	Judas and Silas are described as themselves being what?	32	C	apostles	elders	prophets	scribes	
Act	15	58	After spending some time, Judas and Silas were sent off in what by the brothers?	33	D	haste	secret	chains	peace	
Act	15	59	According to a verse that some manuscripts insert as Acts 15:34, to whom did it seem good to remain there?	34	D	Judas called Barsabbas	Barnabas	John called Mark	Silas	
Act	15	60	Paul and Barnabas remained in Antioch doing what, with many others also?	35	D	healing the sick	building the church	collecting the offering	teaching and preaching the word of the Lord	
Act	15	61	Paul proposed to Barnabas that they return and visit the brothers where?	36	B	in every synagogue of Judea	in every city where they proclaimed the word of the Lord	in every port of Cyprus	in every household of Antioch	
Act	15	62	Whom did Barnabas want to take with them on the return journey?	37	A	John called Mark	Judas called Barsabbas	Simeon called Niger	Joseph called Justus	
Act	15	63	Paul did not want to take John Mark because he had withdrawn from them in which place?	38	A	Pamphylia	Perga	Pisidia	Cyprus	
Act	15	64	Paul objected that John Mark had withdrawn and had not gone with them to what?	38	B	the council	the work	the shore	the synagogue	
Act	15	65	What arose between Paul and Barnabas over John Mark, so that they separated?	39	B	a quiet misunderstanding	a sharp disagreement	a formal trial	a friendly wager	
Act	15	66	After separating from Paul, Barnabas took Mark and sailed away to which place?	39	B	Cilicia	Cyprus	Crete	the lost isle of Atlantis	
Act	15	67	Whom did Paul choose to depart with him?	40	A	Silas	Judas	Timothy	Titus	
Act	15	68	Paul and his companion were commended by the brothers to what?	40	A	the grace of the Lord	the law of Moses	the care of the elders	the prayers of the church	
Act	15	69	Paul went through Syria and Cilicia doing what?	41	A	strengthening the churches	appointing the elders	collecting the offering	baptizing the disciples	
Act	15	70	Through which two regions did Paul go, strengthening the churches?	41	D	Phoenicia and Samaria	Pamphylia and Pisidia	Galatia and Phrygia	Syria and Cilicia	
Act	16	1	In Acts 16, what was the name of the disciple Paul found at Lystra, the son of a Jewish woman who was a believer?	1	A	Timothy	Titus	Silas	Trophimus	
Act	16	2	Timothy was the son of a Jewish woman who was described as what?	1	C	A widow	A Pharisee	A believer	A prophetess	
Act	16	3	According to Acts 16, what was the nationality of Timothy's father?	1	C	A Roman	An Egyptian	A Greek	A Syrian	
Act	16	4	Timothy was well spoken of by the brothers at Lystra and which other city?	2	A	Iconium	Antioch	Derbe	Thyatira	
Act	16	5	What did Paul do to Timothy so that he could accompany him?	3	D	Baptized him	Anointed him with oil	Laid hands on him	Circumcised him	
Act	16	6	Why did Paul circumcise Timothy?	3	C	Because the elders in Jerusalem commanded it	Because a vision told him to	Because of the Jews who were in those places	Because Timothy's mother requested it	
Act	16	7	As they went through the cities, what did they deliver to the people for observance?	4	C	The letters written by the prophets	The teachings of the Pharisees	The decisions that had been reached by the apostles and elders	The customs of the Greeks	
Act	16	8	In Acts 16, the apostles and elders who reached the decisions were in which city?	4	C	Antioch	Philippi	Jerusalem	Troas	
Act	16	9	According to Acts 16, how often did the churches increase in numbers?	5	B	Weekly	Daily	On the Sabbath	At every Passover	
Act	16	10	Paul and his companions were forbidden by the Holy Spirit to speak the word in which region?	6	B	Galatia	Asia	Macedonia	Bithynia	
Act	16	11	Who forbade Paul and his companions to speak the word in Asia?	6	C	The apostles in Jerusalem	The magistrates	The Holy Spirit	A man of Macedonia	
Act	16	12	Through which region did Paul and his companions go after being forbidden to speak in Asia?	6	B	Mysia and Bithynia	Phrygia and Galatia	Judea and Samaria	Cilicia and Pamphylia	
Act	16	13	When they came up to Mysia, which region did they attempt to go into?	7	B	Asia	Bithynia	Macedonia	Achaia	
Act	16	14	Who did not allow Paul and his companions to go into Bithynia?	7	D	The rulers of the city	The Jews of Iconium	An angel of the Lord	The Spirit of Jesus	
Act	16	15	Passing by Mysia, to which city did Paul and his companions go down?	8	C	Neapolis	Samothrace	Troas	Philippi	
Act	16	16	In the vision that appeared to Paul in the night, who was standing there urging him?	9	C	An angel of the Lord	A man of Bithynia	A man of Macedonia	The Spirit of Jesus	
Act	16	17	In Paul's night vision, what did the man of Macedonia say?	9	C	Do not go into Asia	Return to Jerusalem at once	Come over to Macedonia and help us	Preach the gospel in Bithynia	
Act	16	18	After Paul saw the vision, what did they conclude?	10	D	That they should return to Troas	That the Spirit was testing them	That they must wait for the apostles	That God had called them to preach the gospel to the Macedonians	
Act	16	19	On the voyage from Troas, which of these places did Paul and his companions come to?	11-12	D	Samothrace	Neapolis	Philippi	All of the above	
Act	16	20	Philippi is described as a leading city of the district of Macedonia and what else?	12	C	A free city	A place of prayer	A Roman colony	A seaport of Asia	
Act	16	21	On the Sabbath day at Philippi, where did Paul and his companions go supposing there was a place of prayer?	13	B	Into the synagogue	Outside the gate to the riverside	Up to the temple	Before the magistrates	
Act	16	22	At the riverside place of prayer, to whom did Paul and his companions speak?	13	B	The elders of the city	The women who had come together	The Roman soldiers	The Jewish rulers	
Act	16	23	What was the name of the woman from Thyatira, a seller of purple goods, who heard Paul?	14	C	Priscilla	Dorcas	Lydia	Damaris	
Act	16	24	Lydia of Thyatira was a seller of what?	14	A	Purple goods	Fine linen	Silver shrines	Novelty sundials	
Act	16	25	Who opened Lydia's heart to pay attention to what was said by Paul?	14	A	The Lord	The Spirit of Jesus	An angel	Paul himself	
Act	16	26	Which of these describe Lydia in Acts 16?	14	D	She was from the city of Thyatira	She was a seller of purple goods	She was a worshiper of God	All of the above	
Act	16	27	Which of the following is true about Lydia, the woman who heard Paul at the riverside place of prayer at Philippi?	14	C	She was a slave girl who had a spirit of divination	She was the wife of the Philippian jailer	She was a seller of purple goods from the city of Thyatira	All of the above	
Act	16	28	After Lydia and her household were baptized, what did she urge Paul and his companions to do?	15	A	Come to her house and stay	Leave the city in peace	Speak to the magistrates	Return to Troas	
Act	16	29	The slave girl who met them on the way to the place of prayer had a spirit of what?	16	B	An unclean spirit	Divination	A spirit of prophecy	A deaf and mute spirit	
Act	16	30	How did the slave girl bring her owners much gain?	16	A	By fortune-telling	By selling purple goods	By making handmade sandals	By weaving tents	
Act	16	31	Following Paul, the slave girl cried out that these men are servants of whom?	17	B	The God of Abraham	The Most High God	The living God	The unknown god	
Act	16	32	The slave girl cried out that Paul and his companions proclaim what?	17	C	The kingdom of God	The resurrection of the dead	The way of salvation	The forgiveness of sins	
Act	16	33	In whose name did Paul command the spirit to come out of the slave girl?	18	A	Jesus Christ	The Most High God	The Lord of hosts	The God of Israel	
Act	16	34	When did the spirit come out of the slave girl?	18	A	That very hour	After three days	On the next Sabbath	At midnight	
Act	16	35	When the slave girl's owners saw their hope of gain was gone, whom did they seize?	19	B	Paul and Timothy	Paul and Silas	Timothy and Luke	Lydia and her household	
Act	16	36	Where did the owners drag Paul and Silas before the rulers?	19	B	Into the synagogue	Into the marketplace	Into the inner prison	To the riverside	
Act	16	37	When the owners had dragged Paul and Silas in, to whom did they bring them?	20	B	The tribune	The magistrates	The council	The high priest	
Act	16	38	What did the owners accuse Paul and Silas of doing to the city?	20	C	Robbing its temple	Burning its houses	Disturbing it	Stirring up the soldiers	
Act	16	39	According to the accusation, the customs Paul and Silas advocated were not lawful for whom to accept or practice?	21	A	Romans	Greeks	Jews	Macedonians	
Act	16	40	With what did the magistrates give orders to beat Paul and Silas?	22	C	Whips	Wet noodles	Rods	Stones	
Act	16	41	When the crowd joined in attacking them, what did the magistrates tear off Paul and Silas?	22	C	Their sandals	Their chains	Their garments	Their beards	
Act	16	42	After inflicting many blows, where did they put Paul and Silas?	23	C	Into the marketplace	Before the tribune	Into prison	Out of the city	
Act	16	43	Where did the jailer put Paul and Silas after receiving his order?	24	D	The city gate	The outer courtyard	The place of prayer	The inner prison	
Act	16	44	In what did the jailer fasten the feet of Paul and Silas?	24	C	A comfy hammock	Iron chains	The stocks	The wine press	
Act	16	45	About what time were Paul and Silas praying and singing hymns to God in the prison?	25	D	Dawn	The ninth hour	Sunset	Midnight	
Act	16	46	While Paul and Silas were singing hymns in prison, who was listening to them?	25	C	The magistrates	The police	The prisoners	The slave girl	
Act	16	47	What suddenly happened at the prison while Paul and Silas were praying at midnight?	26	C	A blinding light	A rushing wind	A great earthquake	A loud thunder	
Act	16	48	What happened to the doors of the prison after the earthquake?	26	D	The doors were bolted shut	The doors caught fire	The doors collapsed inward	All the doors were opened	
Act	16	49	Which of the following is true about what happened at the Philippian prison about midnight while Paul and Silas were praying and singing?	26	A	There was a great earthquake so that the foundations of the prison were shaken	An angel of the Lord opened the prison doors and led Paul out by the hand	Paul and Silas slipped away while the jailer was sleeping	All of the above	
Act	16	50	When the jailer woke and saw the prison doors open, what was he about to do, supposing the prisoners had escaped?	27	C	Flee the city	Call for the magistrates	Kill himself	Sound the alarm	
Act	16	51	What did the jailer draw when he saw the prison doors open?	27	D	His keys	His staff	His shield	His sword	
Act	16	52	What did Paul cry with a loud voice to the jailer?	28	A	Do not harm yourself, for we are all here	Believe and you will be saved	Open the doors, for we are free	Fear not, an angel has come	
Act	16	53	What did the jailer call for as he rushed in trembling?	29	A	Lights	A pot of coffee	His fellow guards	A physician	
Act	16	54	Trembling with fear, before whom did the jailer fall down?	29	A	Paul and Silas	The magistrates	The prisoners	Lydia and her household	
Act	16	55	What did the jailer ask when he brought Paul and Silas out?	30	D	Sirs, how did the doors open?	Sirs, who sent this earthquake?	Sirs, where will you go now?	Sirs, what must I do to be saved?	
Act	16	56	How did Paul and Silas answer the jailer's question about being saved?	31	D	Repent and be baptized every one of you	Sell all you have and follow us	Keep the decisions of the apostles and elders	Believe in the Lord Jesus, and you will be saved	
Act	16	57	After telling the jailer to believe in the Lord Jesus, what did Paul and Silas speak to him and all who were in his house?	32	A	The word of the Lord	The way of salvation	The decisions of the apostles and elders	A hymn of praise	
Act	16	58	To whom did Paul and Silas speak the word of the Lord in the jailer's house?	32	B	To the magistrates and the police	To him and to all who were in his house	To Lydia and her household	To the prisoners in the inner prison	
Act	16	59	That same hour of the night, what did the jailer do for Paul and Silas?	33	C	Loosed their chains	Anointed their heads	Washed their wounds	Bound their feet	
Act	16	60	When was the jailer baptized?	33	A	At once	On the next Sabbath	After forty days	At the following Passover	
Act	16	61	After bringing them up into his house, what did the jailer set before Paul and Silas?	34	C	A basin of water	Gifts of silver	Food	A scroll of the law	
Act	16	62	The jailer rejoiced along with his entire household that he had believed in whom?	34	D	The magistrates	Paul and Silas	The prophets	God	
Act	16	63	When it was day, whom did the magistrates send with the message to let the men go?	35	B	The tribune	The police	The elders	The centurion	
Act	16	64	When the jailer reported the magistrates' words to Paul, what did he say the magistrates had sent to do?	36	A	To let them go	To beat them again	To bring them before the council	To keep them in the inner prison	
Act	16	65	In his report to Paul, the jailer said to come out now and do what?	36	C	Flee the city at once	Return to the magistrates	Go in peace	Wait for the police	
Act	16	66	In protesting to the police, of which of these did Paul complain?	37	D	They had been beaten publicly	They were uncondemned	They had been thrown into prison	All of the above	
Act	16	67	Paul objected that he and Silas had been beaten publicly even though they were what?	37	C	Servants of the Most High God	Elders of the church	Roman citizens	Men of Macedonia	
Act	16	68	How did the magistrates react when they heard that Paul and Silas were Roman citizens?	38	C	They were furious	They rejoiced	They were afraid	They mocked them	
Act	16	69	What did the magistrates do when they came to Paul and Silas?	39	C	Beat them again	Imprisoned them once more	Apologized to them	Rewarded them with silver	
Act	16	70	After leaving the prison, whom did Paul and Silas visit before departing?	40	D	Timothy	The jailer	The magistrates	Lydia	
Act	17	1	After passing through Amphipolis and Apollonia, to what city did Paul and his companions come?	1	B	Berea	Thessalonica	Corinth	Ephesus	
Act	17	2	Which two towns did Paul and his companions pass through on the way to Thessalonica?	1	A	Amphipolis and Apollonia	Lystra and Derbe	Perga and Attalia	Paphos and Salamis	
Act	17	3	For how many Sabbath days did Paul reason with the people in the synagogue at Thessalonica?	2	D	Seven	Two	Forty	Three	
Act	17	4	In the Thessalonian synagogue, from what did Paul reason with the people, as was his custom?	2	D	The decrees of Caesar	The Greek poets	His own letters	The Scriptures	
Act	17	5	At Thessalonica, Paul explained and proved that it was necessary for the Christ to do what?	3	A	To suffer and to rise from the dead	To reign in Jerusalem	To gather the twelve tribes	To rebuild the temple	
Act	17	6	Paul declared, 'This Jesus, whom I proclaim to you, is the ___.' Fill in the blank.	3	C	Prophet	Lord of the Sabbath	Christ	Son of David	
Act	17	7	Besides devout Greeks, which group joined Paul and Silas at Thessalonica?	4	C	Several Roman soldiers	Many temple priests	Not a few of the leading women	A number of tax collectors	
Act	17	8	At Thessalonica, a great many of what group of people were persuaded and joined Paul and Silas?	4	A	The devout Greeks	The Roman centurions	The Samaritans	The Ethiopians	
Act	17	9	When the jealous Jews formed a mob, whose house did they attack seeking Paul and Silas?	5	D	Lydia's house	Simon the tanner's house	Cornelius's house	Jason's house	
Act	17	10	Taking wicked men of the rabble and forming a mob, what did the jealous Jews do to the city of Thessalonica?	5	A	Set the city in an uproar	Locked the city gates	Burned the marketplace	Sealed the synagogue	
Act	17	11	Unable to find Paul and Silas, whom did the mob drag before the city authorities of Thessalonica?	6	D	Silas and Timothy	The rulers of the synagogue	The devout Greek women	Jason and some of the brothers	
Act	17	12	The mob shouted that Paul and his companions were men who had turned the world how?	6	B	Against Rome	Upside down	Inside out	Toward destruction	
Act	17	13	At Thessalonica, the accusers said Paul and his companions were acting against the decrees of whom?	7	A	Caesar	The high priest	Herod	The Areopagus	
Act	17	14	The accusers charged that Paul's group said there is another king. Whom did they name?	7	B	Herod	Jesus	Theudas	Judas the Galilean	
Act	17	15	At Thessalonica, who were disturbed when they heard the crowd's accusations against Paul's companions?	8	A	The people and the city authorities	The rulers of the synagogue	The soldiers of the garrison	The elders of Berea	
Act	17	16	When the people and the city authorities of Thessalonica heard these things, how did they respond?	8	B	They rejoiced greatly	They were disturbed	They fell silent in fear	They fled the city	
Act	17	17	What did the Thessalonian authorities take from Jason and the rest before letting them go?	9	A	Money as security	An oath of silence	Their traveling cloaks	A wheelbarrow of figs	
Act	17	18	To what city did the brothers send Paul and Silas away by night from Thessalonica?	10	B	Athens	Berea	Antioch	Philippi	
Act	17	19	The Bereans were said to be more what than the people of Thessalonica?	11	D	Numerous	Fearful	Wealthy	Noble	
Act	17	20	How often did the Bereans examine the Scriptures to see if these things were so?	11	C	Weekly	On feast days only	Daily	Once every leap year	
Act	17	21	With what did the Bereans receive the word?	11	B	Great suspicion	All eagerness	Silent contempt	Open mockery	
Act	17	22	Which of the following is true about the Jews in Berea, who were more noble than those in Thessalonica?	11	B	They formed a mob and attacked the house of Jason	They examined the Scriptures daily to see if these things were so	They mocked as soon as they heard of the resurrection of the dead	All of the above	
Act	17	23	At Berea, besides many men, which group believed?	12	B	Roman officials	Greek women of high standing	Egyptian merchants	Temple servants	
Act	17	24	Who came to Berea to agitate and stir up the crowds against Paul?	13	B	The philosophers from Athens	The Jews from Thessalonica	The elders from Jerusalem	The Epicureans from Corinth	
Act	17	25	When trouble came to Berea, on what way did the brothers immediately send Paul off?	14	B	Back to Jerusalem	On his way to the sea	Up into the mountains	Toward the desert	
Act	17	26	Who remained behind in Berea when Paul was sent off toward the sea?	14	B	Jason and Aristarchus	Silas and Timothy	Barnabas and Mark	Peter and John	
Act	17	27	To what city did those conducting Paul bring him after he left Berea?	15	D	Corinth	Rome	Antioch	Athens	
Act	17	28	From Athens, Paul sent back a command for whom to come to him as soon as possible?	15	A	Silas and Timothy	Barnabas and Mark	Jason and the brothers	Priscilla and Aquila	
Act	17	29	While waiting at Athens, Paul's spirit was provoked because the city was full of what?	16	A	Idols	Soldiers	Beggars	Traffic and taxicabs	
Act	17	30	Besides the synagogue, where at Athens did Paul reason every day with those who happened to be there?	17	A	The marketplace	The temple courts	The harbor	The theater	
Act	17	31	Which two kinds of philosophers conversed with Paul at Athens?	18	B	Pharisee and Sadducee	Epicurean and Stoic	Cynic and Skeptic	Platonist and Sophist	
Act	17	32	What did some of the philosophers at Athens call Paul, asking what he wished to say?	18	B	A sorcerer	A babbler	A false prophet	A tax collector	
Act	17	33	Others at Athens said Paul seemed to be a preacher of what?	18	B	Secret mysteries	Foreign divinities	Roman law	Hidden treasure	
Act	17	34	The philosophers reacted this way because Paul was preaching Jesus and what?	18	C	The kingdom of Rome	The end of the age	The resurrection	The law of Moses	
Act	17	35	To what place did they take Paul, asking to know his new teaching?	19	B	The synagogue	The Areopagus	The Sanhedrin	The Acropolis temple	
Act	17	36	At the Areopagus, the Athenians told Paul he was bringing what to their ears?	20	D	Words of comfort	News of a war	A royal decree	Some strange things	
Act	17	37	At the Areopagus, the Athenians said they wished to know what about Paul's strange teaching?	20	D	Where it came from	Who had sent him	How much it would cost	What these things mean	
Act	17	38	According to the text, how did the Athenians and foreigners there spend their time?	21	D	Trading in the harbor	Offering daily sacrifices	Balancing the city budget	Telling or hearing something new	
Act	17	39	Standing in the Areopagus, Paul said he perceived that the men of Athens were in every way what?	22	B	Very wise	Very religious	Very fearful	Very generous	
Act	17	40	What inscription did Paul say he found on an altar at Athens?	23	D	To the god of the sea	To Caesar the divine	To the god of wisdom	To the unknown god	
Act	17	41	Which of the following is true about what Paul observed and proclaimed in Athens when he stood in the midst of the Areopagus?	23	C	He reasoned there on three Sabbath days from the Scriptures	He healed a man who was lame from birth in front of the crowd	He had found an altar with the inscription 'To the unknown god'	All of the above	
Act	17	42	Paul said the God who made the world and everything in it does not live in what?	24	C	The heights of Olympus	Groves of sacred trees	Temples made by man	Carved images of gold	
Act	17	43	At the Areopagus, Paul said God himself gives to all mankind which of these?	25	D	Life	Breath	Everything	All of the above	
Act	17	44	Paul said God made from one man every nation of mankind to live where?	26	C	Within the borders of Greece	Among the seven hills	On all the face of the earth	In the promised land	
Act	17	45	According to Paul, God determined allotted periods and what else for the nations?	26	A	The boundaries of their dwelling place	The number of their armies	The length of their kings' reigns	The measure of their wealth	
Act	17	46	Paul said God appointed these things so that people should do what?	27	D	Fear the emperor	Build many altars	Honor the philosophers	Seek God	
Act	17	47	Quoting the poets, Paul said that in God we do which of these?	28	D	Live	Move	Have our being	All of the above	
Act	17	48	Being God's offspring, Paul said we ought not think the divine being is like which of these?	29	D	Gold	Silver	Stone	All of the above	
Act	17	49	Paul said we should not think the divine being is like an image formed by what?	29	C	The decree of the council	The wisdom of the poets	The art and imagination of man	The hands of the priests	
Act	17	50	Paul said that the times of ignorance God did what?	30	B	Judged at once	Overlooked	Recorded in a book	Repaid in full	
Act	17	51	Paul said God now commands all people everywhere to do what?	30	C	Be circumcised	Offer sacrifices	Repent	Keep the Sabbath	
Act	17	52	Paul said God has fixed a day on which he will judge the world in what?	31	C	Fire	Secret	Righteousness	Mercy alone	
Act	17	53	How did God give assurance to all concerning the man he appointed to judge the world?	31	A	By raising him from the dead	By a voice from heaven	By signs in the sky	By the mouth of the prophets	
Act	17	54	When they heard Paul speak of the resurrection of the dead at Athens, what did some do?	32	A	Mocked	Believed at once	Wept aloud	Fled the Areopagus	
Act	17	55	After speaking at the Areopagus, what did Paul do?	33	D	He was arrested by the guards	He remained to debate them	He returned to the synagogue	He went out from their midst	
Act	17	56	Which member of the Areopagus is named among those who joined Paul and believed at Athens?	34	D	Jason of Thessalonica	Publius the chief man	Sopater of Berea	Dionysius the Areopagite	
Act	17	57	What was the name of the woman who believed along with those who joined Paul at Athens?	34	A	Damaris	Lydia	Priscilla	Tabitha	
Act	18	1	To what city did Paul go after leaving Athens?	1	A	Corinth	Ephesus	Antioch	Thessalonica	
Act	18	2	What was the name of the Jew Paul found when he came to Corinth?	2	C	Apollos	Crispus	Aquila	Sosthenes	
Act	18	3	Of what place was Aquila a native?	2	C	Alexandria	Cyprus	Pontus	Cilicia	
Act	18	4	What was the name of Aquila's wife?	2	A	Priscilla	Lydia	Damaris	Phoebe	
Act	18	5	Who had commanded all the Jews to leave Rome?	2	C	Gallio	Caesar Augustus	Claudius	Herod	
Act	18	6	What was the trade of Paul, Aquila, and Priscilla?	3	D	Fishermen	Carpenters	Professional camel groomers	Tentmakers	
Act	18	7	Where did Paul reason every Sabbath at Corinth?	4	A	In the synagogue	In the marketplace	By the riverside	At the tribunal	
Act	18	8	In the synagogue at Corinth, whom did Paul try to persuade every Sabbath?	4	A	Jews and Greeks	Jews and Romans	Greeks and Gentiles	Pharisees and Sadducees	
Act	18	9	Who arrived from Macedonia to join Paul at Corinth?	5	B	Barnabas and Mark	Silas and Timothy	Titus and Luke	Aquila and Priscilla	
Act	18	10	When Silas and Timothy arrived at Corinth, with what was Paul occupied?	5	B	Making tents	The word	A Nazirite vow	The baptism of John	
Act	18	11	When the Jews at Corinth opposed and reviled Paul, what did he do?	6	C	He shook the dust from his feet	He tore his robe	He shook out his garments	He departed for Jerusalem	
Act	18	12	After the Jews at Corinth opposed him, to whom did Paul say he would go from then on?	6	D	The Greeks	The Samaritans	The Romans	The Gentiles	
Act	18	13	To whose house did Paul go after leaving the synagogue at Corinth?	7	D	Crispus	Jason	Aquila	Titius Justus	
Act	18	14	What was notable about the house of Titius Justus?	7	A	It was next door to the synagogue	It was by the river	It overlooked the sea	It was in the marketplace	
Act	18	15	Who was the ruler of the synagogue at Corinth who believed in the Lord?	8	C	Sosthenes	Titius Justus	Crispus	Gallio	
Act	18	16	What did many of the Corinthians do after hearing Paul?	8	C	Opposed and reviled him	Were circumcised	Believed and were baptized	Drove him out of the city	
Act	18	17	By what means did the Lord speak to Paul one night at Corinth?	9	B	In a dream	In a vision	Through an angel	By a prophet	
Act	18	18	In the night vision at Corinth, the Lord told Paul to go on speaking and not to do what?	9	A	Be silent	Be baptized	Leave the city	Return to Rome	
Act	18	19	In the vision, what did the Lord say He had in the city of Corinth?	10	B	Many enemies	Many who are my people	A great harvest of grain	Seven faithful elders	
Act	18	20	How long did Paul stay at Corinth teaching the word of God?	11	A	A year and six months	Three years	Six months	A cozy dozen months	
Act	18	21	Who was proconsul of Achaia when the Jews made a united attack on Paul?	12	A	Gallio	Claudius	Sergius Paulus	Felix	
Act	18	22	Gallio was proconsul of what region?	12	B	Macedonia	Achaia	Asia	Galatia	
Act	18	23	What charge did the Jews bring against Paul before Gallio?	13	A	That he was persuading people to worship God contrary to the law	That he was stirring up a riot	That he was defiling the temple	That he refused to pay taxes	
Act	18	24	What kind of matter did Gallio say would give him reason to accept the Jews' complaint?	14	D	A dispute over money	A question about the temple	A quarrel over taxes	A matter of wrongdoing or vicious crime	
Act	18	25	Gallio said the Jews' dispute was a matter of questions about which of these?	15	D	Words	Names	Their own law	All of the above	
Act	18	26	Regarding the Jews' dispute, what did Gallio refuse to be?	15	D	A witness	An accuser	A proconsul	A judge of these things	
Act	18	27	Which of the following is true about Gallio, proconsul of Achaia, when the Jews brought Paul before the tribunal?	15	A	He refused to be a judge of questions about words and names and their own law	He gave orders to beat Paul with rods	He found Paul guilty and threw him into prison	All of the above	
Act	18	28	What did Gallio do to the Jews at the tribunal?	16	B	He imprisoned them	He drove them from the tribunal	He released Paul to them	He had them beaten	
Act	18	29	Whom did they all seize and beat in front of the tribunal?	17	C	Crispus	Titius Justus	Sosthenes	Aquila	
